mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,molecules
0.7803,68.71,-0.1899,0.0422,0.2321,1083.7046,0.129738,-383.763415,-383.755274,-383.75433,-383.796641,28.849,COc1cc(C)co1
1.9547,52.64,-0.2689,-0.0391,0.2298,1679.7094,0.094012,-605.320525,-605.311179,-605.310235,-605.357031,30.679,O=CCOCC(F)(F)F
1.1386,71.67,-0.241,-0.0101,0.2309,1389.0533,0.173948,-386.162882,-386.152635,-386.151691,-386.198964,35.487,CC(C)C(=O)CCO
1.9125,78.34,-0.2493,0.0196,0.269,1366.6958,0.167651,-440.265467,-440.255057,-440.254113,-440.301053,37.422,CC1C(OC=N)C1(C)O
4.0463,76.95,-0.2517,0.0295,0.2813,1134.6924,0.160211,-419.206647,-419.198329,-419.197385,-419.239672,32.059,CC1OC(=N)CC12CN2
1.7379,81.46,-0.2416,0.0732,0.3149,1166.4264,0.182642,-387.037098,-387.028498,-387.027554,-387.070193,33.759,CC12CC3C(C1CO)C32
1.0164,82.08,-0.228,0.0472,0.2752,1054.2007,0.149283,-364.71514,-364.708123,-364.707179,-364.746201,29.414,C#CC1C2CC1N1CC21
0.4951,82.52,-0.2452,0.081,0.3262,1478.1116,0.202829,-425.400114,-425.389052,-425.388108,-425.436564,39.701,COC1(CCO)CC1C
1.1761,81.87,-0.2319,0.0244,0.2563,968.115,0.187184,-387.116244,-387.109229,-387.108285,-387.147147,29.83,C1=CC2CCOC(C1)C2
1.5638,86.29,-0.2407,0.0637,0.3044,1495.6573,0.205488,-384.424213,-384.414163,-384.413219,-384.459376,37.499,CCC1NC1(C)C1CN1
3.6807,77.76,-0.2324,0.035,0.2674,1436.5864,0.158888,-419.192706,-419.183761,-419.182817,-419.227181,32.928,CN1CC1C1CC(=O)N1
1.1076,68.94,-0.2221,0.0117,0.2338,1147.7399,0.130582,-383.753154,-383.745448,-383.744504,-383.786134,27.201,COCc1ccco1
2.9161,64.92,-0.2483,0.0206,0.2689,917.7384,0.140052,-401.025094,-401.01627,-401.015326,-401.058052,32.235,CC1(C)NC(=O)C1O
3.7958,80.16,-0.244,-0.0168,0.2271,1640.6664,0.17948,-424.221107,-424.210676,-424.209732,-424.25787,37.186,CC(O)C1CC1CC=O
6.0122,63.55,-0.2382,-0.0671,0.1711,1000.8239,0.077975,-505.893351,-505.886116,-505.885172,-505.925227,26.538,Nc1ocnc1[N+](=O)[O-]
2.0315,73.22,-0.2467,-0.0172,0.2295,1202.773,0.145295,-476.14218,-476.132668,-476.131724,-476.176858,34.474,COC1CC(O)C1=NO
2.9013,69.13,-0.2371,-0.0136,0.2235,1178.0517,0.133401,-458.899304,-458.890718,-458.889773,-458.933301,31.758,CC(=O)C1C2OC1C2O
1.908,90.16,-0.2355,0.0392,0.2747,1815.8285,0.179804,-387.054908,-387.044214,-387.04327,-387.092424,38.649,CC(O)C#CC1(C)CC1
2.4284,83.1,-0.2576,0.0367,0.2943,1411.7364,0.195024,-404.380941,-404.371552,-404.370607,-404.416237,34.734,CC(=N)OC1CCCC1
1.5227,78.72,-0.2544,0.0738,0.3282,1294.8346,0.199002,-350.20368,-350.194272,-350.193328,-350.23766,35.208,CC1CC(C(C)O)C1
2.0048,72.22,-0.2119,0.0788,0.2906,924.2435,0.165123,-365.014517,-365.006696,-365.005751,-365.0464,29.677,CC1OC2CN(C)C12
3.2546,61.82,-0.2076,-0.0006,0.2071,985.9521,0.080244,-468.819881,-468.813376,-468.812432,-468.850762,24.731,Nc1nc2ncoc2o1
2.4491,79.6,-0.2426,-0.0268,0.2158,1114.7292,0.134365,-384.650898,-384.64268,-384.641736,-384.684004,31.55,C#CC12CCC1C(=O)C2
4.3657,76.04,-0.2814,-0.0215,0.2599,1180.3441,0.121654,-400.704564,-400.695528,-400.694584,-400.738857,32.87,C#CC1(C#N)CC(C)O1
4.7527,68.9,-0.2512,0.0036,0.2547,1106.1714,0.14758,-476.226058,-476.217306,-476.216362,-476.259358,33.295,O=CNC1(CO)CC1O
2.8366,80.8,-0.2556,-0.0393,0.2164,1255.4924,0.124903,-400.732193,-400.724248,-400.723304,-400.764825,30.276,C#CC1C=CC(=N)OC1
1.7229,52.54,-0.2569,-0.0521,0.2048,928.2898,0.0986,-381.602419,-381.594748,-381.593803,-381.635231,25.572,O=CCC(O)C=O
1.1671,85.89,-0.2322,0.0837,0.3159,1241.9692,0.207455,-388.2928,-388.284268,-388.283324,-388.325424,34.467,CC1CCCC2CC2O1
4.1585,80.52,-0.2248,0.0271,0.2519,1165.8947,0.172427,-403.172944,-403.164611,-403.163666,-403.20624,31.928,O=CN1CCCC12CC2
3.3957,82.93,-0.1946,0.0436,0.2381,1261.6732,0.172334,-399.346855,-399.337529,-399.336585,-399.381425,34.033,CCn1nccc1NC
0.7295,66.86,-0.2436,0.0776,0.3212,937.2978,0.155471,-384.911294,-384.904184,-384.90324,-384.942647,27.63,OCC1CC2CC1O2
2.3322,65.83,-0.2457,0.018,0.2637,1050.7303,0.142787,-401.022248,-401.014173,-401.013229,-401.055229,28.928,CC1=NC(CO)CO1
1.2606,95.4,-0.247,-0.0233,0.2238,2105.7778,0.155686,-385.838602,-385.827864,-385.826919,-385.875071,38.231,C#CC#CC(O)CCC
3.0689,58.88,-0.2478,-0.0616,0.1862,1063.2346,0.094807,-431.945582,-431.937491,-431.936547,-431.978731,28.329,N=C(N)C(=N)OC=O
5.3436,81.4,-0.25,0.0272,0.2771,1127.1097,0.158814,-382.034589,-382.025789,-382.024845,-382.067622,33.591,CC12CC(C)(N1)C2C#N
1.1317,75.89,-0.2469,-0.0241,0.2228,1497.9967,0.158316,-423.008232,-422.999555,-422.998611,-423.043612,31.22,O=C1CC(C2COC2)C1
3.0068,75.11,-0.2393,-0.021,0.2182,1140.4409,0.158369,-423.043553,-423.035038,-423.034094,-423.077031,32.386,CC1CC2(CO2)CC1=O
3.0331,84.39,-0.2564,0.0329,0.2892,1504.7579,0.192737,-404.369769,-404.359839,-404.358895,-404.404921,37.01,CCCC1(C)CC(=N)O1
1.605,83.37,-0.2341,0.079,0.3131,1719.5313,0.193788,-404.290513,-404.280808,-404.279864,-404.326004,35.763,OCC1CC1CN1CC1
5.1482,79.7,-0.2466,-0.0436,0.203,1227.7026,0.135679,-418.056556,-418.047657,-418.046713,-418.090854,31.429,Cc1cnn(C=O)c1C
4.7785,70.51,-0.2552,-0.0278,0.2275,1272.0022,0.122024,-437.886028,-437.876722,-437.875778,-437.921315,32.297,N#CC1C(O)C1CC=O
1.8693,76.49,-0.2251,0.0173,0.2424,1178.3506,0.160401,-423.004218,-422.996256,-422.995312,-423.036788,30.902,OCC1=CCC2CC1O2
1.6905,69.89,-0.2373,-0.0761,0.1612,1092.672,0.101145,-474.133054,-474.125623,-474.124679,-474.165064,27.831,Cn1nnc(F)cc1=N
4.9599,66.22,-0.245,-0.007,0.238,931.1732,0.104373,-432.83802,-432.831975,-432.83103,-432.868421,24.082,C1c2[nH]nnc2C2OC12
3.1933,72.39,-0.218,-0.0201,0.198,1072.8649,0.148353,-439.047353,-439.039388,-439.038444,-439.080029,30.115,COC1C(=O)C2CC1N2
2.9159,68.59,-0.267,0.0215,0.2885,1013.5063,0.123483,-437.859042,-437.850561,-437.849617,-437.89188,31.828,N#CC1CC2C(O)C12O
1.4363,79.38,-0.216,0,0.216,984.4986,0.159504,-385.883515,-385.875571,-385.874627,-385.91531,32.285,CC1=CC2C=CC1(O)C2
1.4059,76.72,-0.2376,0.0721,0.3097,1014.7916,0.184147,-424.240925,-424.233,-424.232055,-424.272714,32.813,CC1(O)CC2CC1CO2
1.3125,70.8,-0.2492,0.0077,0.2569,1017.6777,0.124631,-437.840967,-437.832961,-437.832017,-437.873736,29.85,C#CC1CN=COCO1
1.5086,85.09,-0.2294,0.0296,0.259,1146.8499,0.169168,-365.935168,-365.926165,-365.92522,-365.968085,35.373,C#CC1C2N1CC2(C)C
3.0166,68.45,-0.2657,0.0195,0.2851,930.5686,0.14128,-363.871192,-363.862866,-363.861922,-363.904232,30.01,CC1OC(C)C1C#N
3.3215,75.61,-0.2606,-0.0591,0.2016,1178.1765,0.124016,-437.937453,-437.929099,-437.928154,-437.971361,29.89,CN=C1CC=CC(=O)O1
3.5161,77.84,-0.2186,-0.0206,0.198,946.5642,0.115651,-412.994181,-412.986872,-412.985928,-413.025857,27.576,c1c[nH]cncncn1
3.2254,78.48,-0.2467,-0.0175,0.2292,1333.1326,0.180076,-424.228142,-424.217968,-424.217024,-424.264579,36.011,CCC(=O)C1(C)COC1
2.6781,57.67,-0.2728,0.0679,0.3407,1097.4151,0.118858,-569.384067,-569.375024,-569.37408,-569.417963,33.281,CC1(C(F)(F)F)CC1O
4.219,72.4,-0.2509,0.0335,0.2844,1087.1063,0.136035,-417.962557,-417.954012,-417.953068,-417.995801,31.664,N#CC1(CO)CC2NC21
3.8381,72.58,-0.2444,0.0039,0.2483,1224.0038,0.159558,-460.19325,-460.184472,-460.183528,-460.227167,32.11,COC1CCCOC1=O
2.8824,87.46,-0.2348,-0.0196,0.2152,1762.2365,0.156325,-385.8659,-385.855616,-385.854672,-385.903539,35.178,CC#CC1CC1CC=O
3.7319,77.9,-0.2539,0.0035,0.2574,1277.8074,0.157317,-419.251677,-419.241037,-419.240093,-419.288072,36.407,CC(C#N)C(=O)N(C)C
4.712,74.77,-0.3125,-0.0362,0.2762,1667.8923,0.133641,-418.009925,-417.999858,-417.998914,-418.046283,33.972,CCCOC(C#N)C#N
1.3419,75.26,-0.2383,0.0089,0.2472,1015.3141,0.160324,-423.015605,-423.007941,-423.006997,-423.047625,30.515,COC12C=CC(CO1)C2
3.9873,72.7,-0.2682,0.0302,0.2984,1191.9762,0.147642,-439.086405,-439.077419,-439.076475,-439.120932,31.658,COC1COCC1C#N
5.2294,72.99,-0.2528,0.0047,0.2575,930.9241,0.115051,-379.625329,-379.619094,-379.61815,-379.655896,25.378,N#CC12C3C4CN1C2C43
2.9278,82.21,-0.2436,-0.0238,0.2198,1267.2252,0.15672,-385.856231,-385.846714,-385.845769,-385.891054,34.9,C#CC1CC(C)C1C=O
0.6405,82.96,-0.2376,-0.0327,0.2049,1163.2653,0.144487,-401.860136,-401.85057,-401.849626,-401.894343,35.984,C#CC(=NO)C1(C)CC1
2.6214,75.46,-0.228,0.0261,0.254,1089.9979,0.170859,-440.326805,-440.317431,-440.316487,-440.360621,34.805,COC1(C)CCNC1=O
3.8315,79.79,-0.2659,0.0039,0.2698,1743.2662,0.155426,-423.023568,-423.013085,-423.012141,-423.060421,36.484,C#CCCC(C)OC=O
2.6905,70.63,-0.2517,-0.0278,0.2239,1278.6201,0.125516,-434.029348,-434.021689,-434.020745,-434.063356,27.325,c1noc(CN2CC2)n1
1.9818,60.81,-0.2765,-0.0097,0.2668,1027.9296,0.112129,-494.909178,-494.901433,-494.900489,-494.941671,28.844,O=C1OCC2(CO2)C1O
2.1952,73.67,-0.2461,0.0648,0.3109,1078.3802,0.182471,-461.372167,-461.363118,-461.362173,-461.404978,35.917,CC1(O)CCOCC1O
2.3615,72.12,-0.2403,0.0335,0.2738,996.6503,0.149197,-438.942591,-438.935653,-438.934709,-438.973571,29.113,OC1CC23COC2C1N3
3.7923,72.11,-0.2334,-0.0205,0.213,1014.3919,0.134364,-421.789221,-421.781516,-421.780571,-421.821332,30.019,CC12OC1C1CC(=O)C12
1.8638,81.29,-0.1892,-0.0672,0.122,784.581,0.150696,-364.665575,-364.659858,-364.658914,-364.695021,25.793,C1=C2CC3C1C1CN3C21
2.3823,75.68,-0.2396,0.0609,0.3004,1147.8709,0.160547,-419.091818,-419.083769,-419.082825,-419.125023,31.163,OC12CN(C1)C2C1CN1
4.1985,71.97,-0.2589,0.0079,0.2668,976.7281,0.138996,-421.88847,-421.881569,-421.880625,-421.920044,27.018,O=C1OCC2C=CCC12
3.4489,77.52,-0.2206,0.0143,0.235,1176.9194,0.150438,-398.112432,-398.104611,-398.103666,-398.145541,29.554,c1cc(CN2CC2)n[nH]1
2.0849,78.21,-0.2279,0.0732,0.3011,983.7942,0.161219,-385.788412,-385.781718,-385.780774,-385.819466,27.891,C1CC2C3C4OC3C24C1
2.9355,75.22,-0.2445,0.0141,0.2585,1023.4323,0.161598,-423.017733,-423.010177,-423.009233,-423.04977,30.019,OC1C=CCC2COC12
1.3256,63.25,-0.2489,0.0725,0.3214,689.8311,0.149584,-309.687401,-309.680887,-309.679943,-309.717694,25.295,OC1CC2CCC12
1.8932,78.99,-0.2406,-0.003,0.2376,942.9669,0.162671,-385.864829,-385.858098,-385.857154,-385.895534,28.342,C1=CC2OC2C2CC1C2
2.6817,78.27,-0.25,-0.0279,0.222,1250.8385,0.136765,-426.052093,-426.04416,-426.043216,-426.085316,29.756,CCc1cccc(F)n1
0.1052,84.63,-0.2413,0.0917,0.3331,935.9082,0.186943,-349.940847,-349.934236,-349.933292,-349.971273,29.041,C1CC23CC2CC2C1C23
2.6416,85.35,-0.2355,-0.0074,0.2281,1241.5352,0.203842,-388.309782,-388.299463,-388.298519,-388.345312,37.929,CCC1(C(C)=O)CCC1
1.381,81.75,-0.2369,0.0244,0.2613,1013.5635,0.185391,-387.118885,-387.111237,-387.110293,-387.150374,32.018,OC12C=CCC(CC1)C2
1.4864,79.13,-0.2404,0.0592,0.2996,1117.8382,0.180823,-424.204834,-424.19521,-424.194265,-424.238502,36.991,CC12CC1(C)C(O)C2O
1.5195,77.4,-0.2411,0.0819,0.323,1087.9637,0.171519,-403.076239,-403.068158,-403.067214,-403.109027,31.994,CC(O)C1C2CC3C2N31
4.3208,64.8,-0.28,0.0246,0.3047,1087.8308,0.136174,-496.130578,-496.122389,-496.121445,-496.163861,30.141,CC1COCOC(=O)O1
2.9641,56.98,-0.2525,-0.003,0.2495,700.8529,0.09551,-398.551631,-398.545399,-398.544455,-398.581763,24.243,O=C1N2C3CC1(O)C32
4.5669,71.37,-0.2652,0.0128,0.2781,1236.1771,0.157929,-460.201603,-460.192495,-460.191551,-460.235572,33.558,COC1(C)COC(=O)C1
1.5435,76.77,-0.2338,0.0775,0.3112,951.8083,0.173947,-403.129139,-403.122025,-403.12108,-403.160066,30.088,CC12COC(C1)C1NC12
4.6296,72.25,-0.24,-0.0391,0.2009,1209.8831,0.134843,-455.180946,-455.171651,-455.170707,-455.215204,33.124,CC1(N)CN(C=O)C1=O
3.2061,71.38,-0.2455,-0.0037,0.2418,1558.7728,0.145831,-476.291757,-476.281389,-476.280445,-476.32888,34.657,CNC(=O)CC(=O)OC
3.8861,60.91,-0.2243,-0.0238,0.2005,661.0239,0.097044,-361.431674,-361.426221,-361.425277,-361.461015,22.082,O=C1C2C3C=CN1C32
2.2052,79.05,-0.2169,0.0723,0.2892,1154.1721,0.179814,-424.191142,-424.18101,-424.180066,-424.225292,38.114,CC1CC2(O)C(C)C12O
2.73,80.23,-0.2338,0.0191,0.2529,1431.4318,0.179999,-420.39893,-420.387909,-420.386965,-420.435054,38.791,CNCC(C)(C#N)OC
4.2484,78.18,-0.2317,-0.0564,0.1754,1223.2727,0.147875,-401.951415,-401.943166,-401.942221,-401.984382,31.358,CCC12C=CC(=O)C1N2
2.6872,72.26,-0.2701,-0.0598,0.2103,1101.7127,0.122162,-437.896966,-437.887981,-437.887036,-437.930334,32.841,CC1C(O)C1(C#N)C=O
3.3848,68.96,-0.258,-0.008,0.2499,1248.3203,0.109818,-457.729929,-457.721,-457.720056,-457.764269,31.288,C#CC1OC(=O)C1OC
2.8224,82.02,-0.1855,0.0394,0.2249,1163.7452,0.149203,-398.113473,-398.104706,-398.103762,-398.147581,31.673,Cc1nn2c(c1N)CC2
3.1427,87.51,-0.2372,-0.0147,0.2225,1426.0168,0.155891,-385.873586,-385.863186,-385.862242,-385.910698,36.167,CC#CC1(C=O)CC1C
14.7986,71.86,-0.1657,-0.0595,0.1062,1199.9468,0.138342,-455.155585,-455.147367,-455.146422,-455.189703,30.357,O=C([O-])C1CNC=[NH+]C1
1.9631,76.19,-0.2398,0.0697,0.3095,975.0136,0.187495,-424.242567,-424.235414,-424.23447,-424.273813,29.699,C1CC2CC(C1)OCO2
1.2734,79.25,-0.2462,-0.051,0.1952,1235.9212,0.158734,-419.223541,-419.214218,-419.213273,-419.258349,35.386,CC1(C(=O)C(=N)N)CC1
1.5526,80.37,-0.2095,0.0732,0.2828,920.6303,0.160908,-385.755595,-385.749014,-385.74807,-385.786073,28.203,C1OC23C1CC21CC3C1
3.7361,60.99,-0.2747,-0.0413,0.2334,976.9591,0.082517,-377.464262,-377.457256,-377.456311,-377.49617,24.957,C#CCc1cnno1
1.269,78.17,-0.2333,0.081,0.3143,1386.435,0.183267,-424.204182,-424.195101,-424.194157,-424.239217,33.354,OCCC1C2CCOC12
1.5116,81.72,-0.2344,0.0739,0.3083,1110.4853,0.183287,-387.047079,-387.038893,-387.037949,-387.079557,32.95,OC1CCC12CC1CC12
3.3667,74.42,-0.2655,0.0056,0.271,1155.2077,0.145826,-439.070122,-439.061228,-439.060284,-439.103593,32.984,CC1OC(=N)C12OC2C
2.9846,54.25,-0.2398,-0.0092,0.2306,632.6523,0.101488,-344.436248,-344.430123,-344.429179,-344.466124,23.131,O=C1CC2C(O)C12
5.1739,70.49,-0.2594,0.0015,0.2609,1235.8178,0.133548,-455.185914,-455.175621,-455.174677,-455.221481,35.96,CNC(=O)C(C)(O)C#N
2.4823,80.33,-0.2484,0.0473,0.2957,1261.4548,0.205304,-425.444119,-425.434394,-425.43345,-425.478186,38.326,CC1(C)CC(O)C(O)C1
3.6747,62.03,-0.2713,-0.0517,0.2197,1192.8917,0.111653,-494.936392,-494.9283,-494.927356,-494.970179,28.466,O=CC1CC(=O)OCO1
1.5502,75.33,-0.2409,-0.0251,0.2157,1067.2703,0.157046,-423.001689,-422.992528,-422.991583,-423.035533,34.051,CC1C2CC(C=O)C12O
1.7136,85.5,-0.2429,0.0801,0.323,1291.2033,0.203687,-388.270589,-388.260712,-388.259768,-388.305016,37.57,CC(C)C1CC2OC21C
4.4538,68.1,-0.247,0.0526,0.2997,1360.1054,0.175157,-423.276529,-423.266819,-423.265875,-423.310991,35.622,CC(O)CC(O)CO
0.5746,61.01,-0.2395,-0.0472,0.1923,777.093,0.085568,-410.829783,-410.823144,-410.8222,-410.860591,24.665,N=c1nconc1N
2.9464,90.06,-0.1812,-0.0022,0.179,1628.8427,0.125127,-396.949788,-396.940661,-396.939717,-396.985316,32.489,CC#Cc1nc(N)c[nH]1
1.3156,82.79,-0.2352,0.016,0.2512,1115.2432,0.185184,-387.079914,-387.072084,-387.071139,-387.111816,32.156,OC1C=CC2CC(C1)C2
0.8219,76.51,-0.2516,0.0193,0.271,1332.0233,0.146183,-439.046255,-439.037141,-439.036197,-439.080695,32.997,CN=C1OC2(CO)CC12
3.3497,68.86,-0.2235,-0.0331,0.1905,861.2336,0.114258,-420.60646,-420.600175,-420.599231,-420.637153,25.202,O=C1C2C=CC3OC1C32
7.3926,54.43,-0.2323,-0.0284,0.2039,604.9605,0.081579,-339.489014,-339.483703,-339.482759,-339.518156,19.72,O=c1cc[nH]cn1
0.4538,90,-0.2273,0.0889,0.3162,1139.7085,0.205222,-351.124151,-351.114896,-351.113952,-351.157317,36.161,CC1C2CC3C1(C)C23C
1.7204,83.2,-0.1935,0.0367,0.2302,1352.4505,0.172062,-399.359783,-399.35049,-399.349546,-399.394337,34.971,CC(C)n1ccc(N)n1
5.5921,81.2,-0.2144,0.0007,0.2151,1318.2259,0.160048,-419.265465,-419.256231,-419.255287,-419.299977,34.096,CCN1CC(N)=CC1=O
2.8231,82.25,-0.2361,-0.0174,0.2187,1206.4224,0.183365,-387.121132,-387.112746,-387.111801,-387.154458,32.659,CC1CCC2C(=O)CC12
1.9461,78.19,-0.2556,-0.0256,0.2301,2482.0264,0.179494,-461.35786,-461.346917,-461.345973,-461.396202,36.86,O=CCCCOCCO
3.9667,76.85,-0.2589,0.0204,0.2793,1174.1691,0.146996,-401.927861,-401.919001,-401.918056,-401.961806,31.969,CC1C(C#N)C12COC2
1.6813,81.31,-0.2422,0.0236,0.2658,1204.6902,0.194168,-404.374583,-404.365036,-404.364091,-404.408745,35.862,CC(C)C1OC=NC1C
1.6357,82.78,-0.2486,0.0626,0.3111,1058.1817,0.209978,-388.323891,-388.315938,-388.314994,-388.355698,33.005,OC1C2CCCC1CC2
2.6514,70.92,-0.2503,0.0495,0.2998,1135.8954,0.15819,-460.118744,-460.110019,-460.109075,-460.152192,32.728,CC12OCC1OC2CO
3.8573,81.33,-0.2535,0.0356,0.2892,1270.6685,0.168594,-403.146807,-403.136415,-403.135471,-403.182022,36.881,COC1C(C)C1(C)C#N
5.6066,91.96,-0.2755,-0.0382,0.2374,1629.1046,0.147711,-364.799077,-364.790052,-364.789107,-364.833509,32.818,CC1CCC1C#CC#N
1.8109,79.66,-0.2408,0.0241,0.2648,1033.8495,0.161156,-385.868553,-385.86135,-385.860406,-385.900214,29.234,C1=CCC23OC2CC3C1
1.9706,75.18,-0.2527,0.0275,0.2802,1081.7174,0.150031,-398.119293,-398.11119,-398.110246,-398.15196,31.472,N#CC1(N)CC2NC2C1
1.6439,87.2,-0.2085,0.0161,0.2246,1163.5647,0.172127,-365.989865,-365.981829,-365.980885,-366.022085,32.189,CC1=CC2(CN2)C2CC12
4.481,84.28,-0.2229,0.0384,0.2613,1662.8076,0.182379,-383.266047,-383.256391,-383.255447,-383.301384,34.891,CC1CCN1CCC#N
2.9969,75.59,-0.2442,0.0736,0.3179,1299.6129,0.197725,-387.342146,-387.331912,-387.330968,-387.377341,36.946,COC(C)CC(C)O
5.1011,74.08,-0.2265,-0.0345,0.192,1118.2992,0.114261,-450.148545,-450.140525,-450.13958,-450.18132,29.389,CN=c1[nH]cn[nH]c1=O
1.7897,67.17,-0.261,0.0463,0.3073,1026.2533,0.148586,-476.176788,-476.168755,-476.167811,-476.209266,31.783,OC1C(O)C2(CN2)C1O
1.5828,83.95,-0.2461,0.0641,0.3103,1079.8292,0.207897,-388.299986,-388.291433,-388.290489,-388.332255,34.98,CC12CCCC(C1)C2O
4.381,83.06,-0.3003,0.0353,0.3356,1205.673,0.173414,-366.025319,-366.017387,-366.016443,-366.05759,31.353,CC1C2CC(C#N)C1C2
1.283,77.78,-0.2614,0.0742,0.3355,1065.3301,0.198783,-350.191466,-350.181844,-350.1809,-350.225415,36.152,CC(C)C1(CO)CC1
2.7718,88.41,-0.1773,0.0089,0.1862,1446.707,0.125478,-396.954085,-396.945027,-396.944082,-396.989221,32.326,CC#Cc1[nH]cnc1N
2.8437,68.43,-0.2086,0.0204,0.2289,1281.9586,0.113644,-453.952666,-453.944914,-453.943969,-453.985379,28.785,Nc1nc(C2CO2)co1
0.8572,89.93,-0.2205,-0.0178,0.2027,1109.3183,0.161788,-348.742796,-348.735431,-348.734487,-348.774351,30.428,C#CC1=CC2CCC1C2
4.813,81.39,-0.2503,0.0259,0.2762,1453.5589,0.159198,-382.038854,-382.03015,-382.029206,-382.072936,32.219,N#CCN1CC12CCC2
1.1095,73.9,-0.2438,0.0716,0.3154,975.3498,0.160465,-423.004882,-422.997063,-422.996119,-423.036586,31.642,OC1C2CCC3C2C13O
4.8978,70.71,-0.2626,0.0102,0.2727,896.0075,0.131096,-342.750929,-342.743565,-342.742621,-342.782357,27.699,CN1C2CCC21C#N
1.7536,70.41,-0.2504,0.0169,0.2673,1342.7758,0.137685,-455.216578,-455.208089,-455.207145,-455.251648,30.55,O=CNC1CNC(=O)C1
3.4867,83.25,-0.2477,0.0317,0.2794,1529.9405,0.193559,-404.367523,-404.357291,-404.356347,-404.404018,36.903,CC(CNC=O)C1CC1
3.1452,64.67,-0.2473,-0.0238,0.2235,928.0424,0.131021,-383.74372,-383.736714,-383.73577,-383.775442,26.008,O=CC1CCC2OC12
1.8828,83.59,-0.2028,0.0783,0.2811,1625.4984,0.192791,-404.297089,-404.287442,-404.286498,-404.33172,36.366,CCCN1CC2(O)CC12
5.3624,79.62,-0.2376,-0.0352,0.2024,1198.9447,0.136157,-418.059844,-418.051114,-418.05017,-418.093651,31.208,CC1=CCN(C=N)C1=O
3.0143,75.42,-0.2488,-0.0246,0.2243,1309.1958,0.158764,-423.03809,-423.029617,-423.028673,-423.072096,31.456,O=CCC12CCCC1O2
2.48,69.49,-0.2501,-0.0262,0.224,991.0232,0.102069,-345.344604,-345.335485,-345.334541,-345.379141,31.824,C#CC(C#C)C(C)=O
2.0697,73.12,-0.1844,0.0362,0.2206,1267.0811,0.136159,-455.191896,-455.182835,-455.18189,-455.225833,33.36,CCc1oc(N)nc1O
1.7505,72.66,-0.2521,-0.046,0.2062,1114.6708,0.145405,-439.038704,-439.029729,-439.028785,-439.072865,32.745,CC1(C2OC2C=O)CN1
1.6247,76.93,-0.2361,0.0789,0.315,878.0766,0.161523,-385.838289,-385.831824,-385.83088,-385.868633,27.837,CC12CC3C4C(OC41)C32
1.4229,76.07,-0.2263,-0.0242,0.2021,1267.8139,0.146325,-401.86267,-401.854522,-401.853578,-401.896421,30.667,O=CCC12CC1N1CC12
2.0655,78.39,-0.2114,0.0055,0.217,1273.6249,0.13568,-421.839852,-421.831638,-421.830694,-421.873282,30.078,Cc1ccc(C2CO2)o1
1.6111,83.1,-0.242,0.0847,0.3267,1250.87,0.182259,-387.045801,-387.037134,-387.03619,-387.079301,33.324,CC1OC1C12CCC1C2
1.9834,55.94,-0.2806,-0.0398,0.2407,952.2012,0.072696,-430.705077,-430.698457,-430.697513,-430.737769,22.171,N=COc1ncno1
2.9522,81.96,-0.2529,-0.0247,0.2282,2306.7124,0.179879,-424.20972,-424.199399,-424.198455,-424.247349,35.369,O=CCCOCC1CC1
3.2065,78.02,-0.2676,0.0136,0.2812,1112.0411,0.147599,-401.938286,-401.929558,-401.928613,-401.971381,32.919,CC1C2CC(O)C12C#N
3.1637,74.91,-0.2477,0.0561,0.3038,1335.2357,0.181085,-461.33451,-461.32435,-461.323406,-461.369618,37.892,CC(O)C1C(O)C1CO
2.8074,79.48,-0.1919,0.0363,0.2282,1601.4143,0.160125,-419.260724,-419.251517,-419.250573,-419.295975,33.815,CCCc1nc(O)c[nH]1
1.6185,83.52,-0.2438,0.0854,0.3292,1365.1355,0.182439,-387.037159,-387.028375,-387.027431,-387.071353,33.289,C1CC1C1CC1C1CO1
0.8521,63.38,-0.2416,0.0629,0.3045,720.8017,0.131526,-383.685112,-383.678877,-383.677933,-383.714995,25.529,OC12C3CC1OC2C3
1.8049,68.47,-0.1931,0.0302,0.2233,957.1411,0.128941,-383.776704,-383.768042,-383.767098,-383.809955,30.399,Cc1coc(C)c1O
2.9415,74.39,-0.2494,0.0812,0.3305,977.9662,0.161039,-422.990877,-422.983568,-422.982624,-423.02222,30.185,OC1CC2CC1C21CO1
2.9428,64.5,-0.2375,-0.0138,0.2236,897.4509,0.129076,-383.715734,-383.708194,-383.70725,-383.748052,27.742,CC(=O)C1CC2OC21
3.9084,83.79,-0.2575,0.0072,0.2648,1138.5225,0.171394,-366.049005,-366.039951,-366.039007,-366.082585,34.092,CC1C=CC(C)C1C#N
1.921,77.96,-0.2221,0.0759,0.298,1142.3486,0.171739,-403.094126,-403.086101,-403.085157,-403.126485,31.697,COC12CC1C1CN1C2
3.997,102.41,-0.248,-0.0666,0.1815,2397.523,0.132121,-384.673254,-384.662454,-384.661509,-384.712775,35.573,CC#CC#CC(=O)CC
0.8954,89.58,-0.2372,0.0234,0.2606,1358.4586,0.182169,-349.937345,-349.928158,-349.927214,-349.971292,35.339,C#CCC1C=CCC1C
1.7909,72.8,-0.2626,-0.064,0.1987,1037.2989,0.078004,-439.657878,-439.650896,-439.649952,-439.68951,25.987,C#Cc1cncnc1F
